,state,city_or_county,address,latitude,longitude
5727,Texas,Houston,3839 Weslayan,29.7604,-95.3698
5754,Texas,Corpus Christi,Corpus Christi International Airport,27.7724,-97.5022
5791,Texas,Dallas,2300 block of Overton Road,32.708,-96.7918
5794,Texas,Harris County,7200 block of Battle Hills Drive,29.8821,-95.5208
5833,Texas,Harris County,19400 block of Cypress Canyon Drive,29.93,-95.7146
5843,Texas,Corpus Christi,6400 block of Hardwick Dr.,27.693,-97.3566
5848,Texas,Dallas,2700 block of Tanner Street near Malcolm X Boulevard ,32.7634,-96.7617
5903,Texas,Dallas, Red Bird Lane ,32.6785,-96.8835
5907,Texas,Dallas,9100 block of Bruton Road ,32.7495,-96.6692
5928,Texas,San Antonio,Western Bexar County along Highway 90 ,29.4067,-98.5787
5931,Texas,Arlington,1700 block of New York Avenue,32.7176,-97.0807
5958,Texas,Austin,Austin-Bergstrom International Airport,30.1974,-97.6663
5973,Texas,Houston,I 45,29.8007,-95.3718
5992,Texas,Austin,1200 block of West 9th Street.,30.2752,-97.7556
5998,Texas,San Antonio,900 block of F Street,29.4084,-98.4294
6007,Texas,Corpus Christi,Corner of Martin Luther King Drive and Sam Rankin,27.7984,-97.4052
6018,Texas,Harris County,Normandy Street near La Riviera Drive,29.7752,-95.3102
6020,Texas,Lubbock,,33.5855,-101.859
6032,Texas,San Antonio,2300 block of Marilyn Kaye St.,29.5096,-98.597
6034,Texas,Houston,Hobby Airport,29.6541,-95.2766
6044,Texas,Texarkana,7000 block of Shadow Brooke St,33.4958,-94.0884
6048,Texas,Bowie County,County Road 1201 in Maud,33.3195,-94.315
6058,Texas,Austin,Austin Bergstrom International Airport ,30.1974,-97.6663
6073,Texas,Brownsville,1400 block of Military Highway,,
6081,Texas,Maud,County Road 1201,33.3195,-94.315
6083,Texas,San Antonio,I-10,29.4572,-98.5157
6085,Texas,Missouri City,5501 Highway 6,29.5731,-95.5719
6097,Texas,Dallas,10200 White Rock Trail,32.8877,-96.7304
6102,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
6158,Texas,Fort Worth,Sally’s Beauty Supply in the 6300 block of Camp Bowie Boulevard,32.7321,-97.4077
6177,Texas,Oak Cliff,2500 block of Wood Valley Drive ,32.7183,-96.893
6181,Texas,Levelland,,33.5884,-102.369
6210,Texas,San Antonio,Boulevard Spirits liquor store at 5715 Randolph Blvd,29.5355,-98.3766
6232,Texas,El Paso,10900 block of Lakewood Drive,31.7593,-106.333
6241,Texas,Huffman,,30.057,-95.1071
6242,Texas,Aransas Pass,,27.8998,-97.1481
6267,Texas,Roma (Falcon),,26.6389,-99.0931
6328,Texas,Lubbock,Rick's Cabaret at 102 County Road 7200,33.5046,-101.835
6331,Texas,Odessa,21st and Muskingum,31.8644,-102.373
6338,Texas,Dallas,,32.7878,-96.7999
6341,Texas,Dallas,O’Reilly Auto Parts at 2154 Fort Worth Ave. in North Oak Cliff,32.7363,-96.8646
6351,Texas,Dallas,Zang Food Mart at 1005 S. Zang Blvd. in Winnetka Heights,32.7444,-96.8445
6372,Texas,Dallas,2600 block of South Harwood Street,32.7673,-96.779
6421,Texas,Fort Worth, 115 NW 25th St.,32.7898,-97.3493
6424,Texas,Fort Worth, 8300 block of Boat Club Road,32.8754,-97.4259
6428,Texas,Plano,Lake Shore Lane,33.0463,-96.7288
6434,Texas,Bastrop,Zimmerman,30.2034,-97.2984
6443,Texas,College Station,University Oaks Boulevard,30.6247,-96.312
6444,Texas,Dallas,Hatcher and Spring Garden,32.7619,-96.7482
6448,Texas,Travis County,3501 Andtree Blvd ,30.322,-97.6598
6458,Texas,Houston,760 W Gulf Bank Rd,29.8893,-95.4141
6479,Texas,Oak Cliff,,32.7363,-96.8646
6485,Texas,Corpus Christi,Cheryl St.,27.7376,-97.4226
6490,Texas,Corpus Christi,4424 Surfside,27.8302,-97.3835
6498,Texas,Houston,Weeping Willow Road near Randon Road,29.8403,-95.465
6505,Texas,Denton,2500 block of Louise Street,33.2118,-97.1598
6538,Texas,Fort Worth,Eagle Point Apartments in the 8300 block of Club Road,32.697,-97.4418
6541,Texas,Dallas,4300 block of Main Street,32.7899,-96.7689
6545,Texas,Houston,Eickenroht and Hoyland elementary campuses,29.7604,-95.3698
6548,Texas,Houston,Northwest Houston home,29.7515,-95.3677
6554,Texas,Dallas,5900 block of R.L. Thornton Freeway,32.7512,-96.8099
6563,Texas,San Antonio,600 block of River Village,29.442,-98.4819
6568,Texas,Corpus Christi,3200 block of Ayers,27.7607,-97.4118
6578,Texas,Kilgore,TX 31,32.3886,-94.903
6581,Texas,Dallas,Ledbetter Drive,32.699,-96.763
6612,Texas,Kilgore,Texas 31,32.3885,-94.908
6624,Texas,Kilgore,1900 block of Texas 31,32.4075,-94.858
6646,Texas,Harker Heights,300 block of Indian Oaks Drive,31.0763,-97.6647
6733,Texas,Corpus Christi,4625 Kostoryz Road,27.7376,-97.4075
6739,Texas,Mesquite,"RaceWay store, located in the 1000 block of Gross Road",32.7807,-96.6239
6743,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
6749,Texas,Dallas,Dallas residence,32.8846,-96.767
6751,Texas,Midland,Midland International Airport,31.9417,-102.205
6753,Texas,Dallas,1800 block of Abshire Lane,32.8104,-96.6838
6755,Texas,San Antonio,San Antonio International Airport,29.5312,-98.4683
6756,Texas,Dallas,4200 block of Elmira Street,32.7771,-96.7135
6759,Texas,Dallas,6100 block of Petain Avenue,32.7777,-96.7131
6778,Texas,Houston,Lakewood Food Mart in the 13700 block of Cedar Point Drive ,29.9894,-95.5986
6788,Texas,Gatesville,Gateway Circle near State Highway 36,31.442,-97.7147
6814,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
6817,Texas,Austin,0-100 block of South Mason Avenue,30.2748,-97.6849
6822,Texas,Houston,7300 block of Brompton,29.6537,-95.4568
6833,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
6836,Texas,Post,400 block of S Avenue H,33.1865,-101.376
6841,Texas,San Juan,Dorado Drive,26.2384,-98.1307
6854,Texas,Houston,4006 Phlox near Duane in south Houston,29.9371,-95.4867
6858,Texas,Houston,Wells Fargo bank branch in the 9900 block of Almeda Genoa near Minnesota,29.6351,-95.239
6868,Texas,San Antonio,300 block of Vincent Street ,29.3265,-98.5585
6876,Texas,Dallas,2200 block of Prairie Creek Road,32.6972,-96.6676
6883,Texas,Brownsville,Stripes store on the 7400 block of Padre Island Highway,25.9457,-97.4242
6916,Texas,Harris County,"Cypress Lakes High School 19000 block of Sandelford, near West Little York and Barker Cypress",29.8534,-95.6839
6927,Texas,Harris County,22100 block of Webb,29.7576,-95.4077
6930,Texas,Houston,2770 North Sam Houston Parkway West,29.9377,-95.4782
6933,Texas,Harris County,FM 1960 and Interstate-45,29.9313,-95.3566
6937,Texas,Houston,4600 block of Phlox,29.6591,-95.3586
6941,Texas,Hockley,Mobile home on Webb Road,30.0439,-95.7631
6944,Texas,Katy,,29.8348,-95.7253
6948,Texas,Pasadena,1700 block of Richey,29.6868,-95.2215
6951,Texas,Amarillo,Near the intersection of Cloud Crest Drive and Canyon Crest Drive.,35.2141,-101.915
6980,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
6982,Texas,Houston,120 FM 1960,30.021,-95.432
6990,Texas,Dallas,9800 block of Summerwood Circle,32.9048,-96.72
7003,Texas,Dallas,700 block of N. Belt Line Rd. ,32.755,-96.9949
7026,Texas,San Antonio,2400 block of South Calaveras Street at the San Juan Square II Apartments,29.4036,-98.5281
7028,Texas,Longview,Pleasure Palace club in the 13-hundred block of East Marshall avenue,32.5039,-94.7024
7048,Texas,Amarillo,Amarillo International Airport,35.2185,-101.705
7052,Texas,Houston,West Main and Woodhead,29.736,-95.4045
7071,Texas,Lubbock,1900 block of East Brown Street near Martin Luther King Junior Boulevard,33.579,-101.943
7092,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
7111,Texas,Corpus Christi,4600 block of Hakel Dr.,27.7361,-97.4063
7135,Texas,El Paso,,31.7591,-106.48
7190,Texas,Austin, 900 block of East Leslie Circle,30.255,-97.6874
7208,Texas,Corpus Christi,Shores Rd.,,
7209,Texas,San Antonio,,29.469,-98.5285
7214,Texas,Austin,East 6th Street and Red River,30.2634,-97.7275
7218,Texas,Austin,E Sixth St and Red River St,30.2665,-97.7372
7241,Texas,Baytown,1100 Bob Smith Road,29.7557,-94.9499
7344,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
7348,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
7362,Texas,Dallas,100 block of North Collett Avenue,32.7966,-96.762
7366,Texas,Vidor,,30.1475,-94.0059
7374,Texas,Dallas,2800 block of W. Northwest Highway,32.8578,-96.8739
7379,Texas,Mcallen,Rio Grande Valley Sector,26.2034,-98.23
7395,Texas,Tyler,County Road 333,32.3898,-95.2786
7397,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
7398,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
7400,Texas,Arlington,3000 block of South Cooper,32.6961,-97.1261
7464,Texas,Houston,803 West 39th Street,29.8223,-95.413
7473,Texas,Corpus Christi,4300 Barrera Dr.,27.757,-97.4481
7476,Texas,Dallas,1800 block of Browder Street ,32.769,-96.7888
7491,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
7516,Texas,Cherokee County,,31.7982,-95.1432
7529,Texas,Howard County,111 S. Gregg Street ,32.2532,-101.48
7538,Texas,San Antonio,San Antonio International Airport,29.5312,-98.4683
7542,Texas,Houston,Hobby Airport,29.6541,-95.2766
7555,Texas,Dallas,3500 block of Jeffries Street,32.7669,-96.7633
7590,Texas,Wichita Falls,1600 block of Bluff Street,33.9009,-98.4912
7595,Texas,Houston,914 Dallas St,29.7558,-95.3669
7596,Texas,Lubbock,3200 block of County Road 7630,33.4416,-101.884
7606,Texas,Spring,7800 block of Louetta Rd,30.0167,-95.5317
7614,Texas,Austin,4100 Westbank Drive,30.3333,-97.7936
7619,Texas,Austin,,30.2202,-97.7499
7628,Texas,San Antonio,200 block of Madero,29.4026,-98.5243
7638,Texas,Austin, Reinli Street ,30.3182,-97.7066
7647,Texas,Livingston,300 block of North Jackson,30.7102,-94.9339
7670,Texas,San Antonio,Perrin Beitel Rd,29.5296,-98.4111
7690,Texas,Harris County,Uvalde and Holly Park,29.7894,-95.1857
7734,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
7736,Texas,Houston,12800 block of Gotham,29.5923,-95.198
7752,Texas,Dallas,,32.7878,-96.7999
7777,Texas,Austin,"Winsted Lane, just off Mopac",30.3135,-97.7569
7806,Texas,Harris County,Franz near North Fry Road in the Westlake Forest area,29.7752,-95.3102
7834,Texas,Austin,4700 block of Burleson Road,30.1958,-97.7029
7848,Texas,Harris County,,29.7752,-95.3102
7879,Texas,Corpus Christi,2224 Agnes St.,27.787,-97.4135
7898,Texas,Arlington,5900 block of Valleycreek Lane,32.6506,-97.1337
7914,Texas,Laredo,McPherson and Calton roads. ,27.5409,-99.4836
7917,Texas,Houston,17000 block of Glen Haden Drive,29.9187,-95.6846
7936,Texas,San Antonio,San Antonio International Airport,29.5312,-98.4683
7938,Texas,Lubbock,50th and Utica,33.5488,-101.914
7954,Texas,Oak Cliff,Orlando Court,32.7439,-96.8859
7968,Texas,Houston,Hobby Airport,29.6541,-95.2766
8005,Texas,Panola County,,32.192,-94.3154
8031,Texas,Pharr,3700 N. Raiders Drive,26.2272,-98.1666
8066,Texas,Harris County,Montclair Meadow Lane near Dayflower Drive,29.7752,-95.3102
8070,Texas,Houston,Maxey Road and Woodforest Drive,29.7878,-95.2145
8106,Texas,Dallas,2400 block of Lucas Dr.,32.8101,-96.8242
8157,Texas,Killeen,,31.1195,-97.7255
8159,Texas,Chaparral,,31.4699,-100.506
8162,Texas,Harris County,Antoine Drive,29.8723,-95.4738
8163,Texas,Carthage,House on US Hwy. 79 in the River Hill community,32.1574,-94.3374
8173,Texas,Corpus Christi,1600 Eighteenth St.,27.7721,-97.4084
8182,Texas,Killeen,800 block of Houston Street ,31.1127,-97.7385
8183,Texas,Houston,8600 block of Friendship,29.8192,-95.5029
8210,Texas,San Antonio,San Antonio International Airport,29.5312,-98.4683
8213,Texas,Houston,8600 block of Friendship,29.8192,-95.5029
8215,Texas,Killeen,500 block of Wyoming Street,31.1249,-97.7374
8216,Texas,Brownsville,4305 Old Hwy 77,25.9777,-97.5283
8239,Texas,San Antonio,,29.469,-98.5285
8260,Texas,Galveston,,29.2993,-94.7909
8272,Texas,Houston,House of Pies on Westheimer,29.7134,-95.6728
8289,Texas,Houston,Little Nell Apartments at 8565 West Sam Houston Parkway South,29.7604,-95.3698
8294,Texas,Arlington,6700 block of Morningcrest Court,32.6305,-97.0878
8295,Texas,Fort Worth,8725 Calmont Ave,32.7342,-97.4698
8315,Texas,Carthage,U.S. 79 ,32.1764,-94.3587
8345,Texas,Dallas,2900 bock of Lombardy Lane ,32.8664,-96.8765
8348,Texas,Port Bolivar,Dumpster outside the Fisherman's Cove convenience store,29.3808,-94.7644
8367,Texas,Smith County, County Road 397,32.4042,-95.1589
8380,Texas,San Diego,East North Street,27.7701,-98.2335
8386,Texas,San Antonio,San Antonio International Airport,29.5312,-98.4683
8391,Texas,Arlington,First Convenience Bank inside a grocery store in the 2400 block of Ascension Boulevard,32.77,-97.0818
8395,Texas,Laredo,McDonald’s in the 4700 block of U.S. 83 South,27.3631,-99.5024
8399,Texas,Killeen,400 block of Gilmer Street,31.1238,-97.7372
8412,Texas,Dallas,Dallas Love Field,32.8481,-96.8512
8417,Texas,Dallas,6100 block of Caracas Drive,32.6736,-96.8445
8419,Texas,Dallas,1930 Pacific Avenue,32.783,-96.7953
8423,Texas,Odessa,West 23rd Street,31.8368,-102.491
8442,Texas,Bryan,Forest Park Apartments in the 1800 block of Sandy Point Road,30.6997,-96.4837
8462,Texas,Amarillo,1200 block of North Monroe Street,35.2267,-101.84
8481,Texas,Amarillo,2501 E. Interstate 40,35.2221,-101.808
8584,Texas,Corpus Christi,5750 Curtis Clark Dr.,27.7019,-97.3704
8596,Texas,Odessa,1200 block of South Texas ,31.8556,-102.373
8599,Texas,Austin, 4900 block of West Race Avenue,30.3031,-97.6572
8630,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
8640,Texas,Amarillo,2200 block of South Polk Street,35.189,-101.841
8643,Texas,Brownsville,H-E-B on the 2100 block of Parades Line,25.9017,-97.4975
8653,Texas,Houston,1000 block of Almeda Genoa ,29.6135,-95.4061
8675,Texas,Corsicana,County Rd 3144,32.0228,-96.2642
8695,Texas,Plano,2015 Coit Road,33.0281,-96.7703
8698,Texas,Houston,10411 North Freeway,29.9177,-95.4153
8710,Texas,Arlington,3200 block of West Division Street ,32.7337,-97.1617
8714,Texas,Amarillo,Place Towers retirement center at 1200 Harrison St. downtown,35.222,-101.831
8717,Texas,Corpus Christi,Harris and Willow Street.,27.7374,-97.3957
8732,Texas,Longview,1300 block of South Green Street,32.4772,-94.735
8858,Texas,Corpus Christi,,27.795,-97.3989
8868,Texas,Dallas,12200 block of Bellafonte,32.9145,-96.7608
8888,Texas,Houston,"Adair Kitchen, located on San Felipe and Sage",29.7604,-95.3698
8890,Texas,San Angelo,330 West Washington Avenue,31.4526,-100.439
8893,Texas,Dallas,,32.7878,-96.7999
8895,Texas,Missouri City,4600 block of Green Cottage Lane.,,
8949,Texas,Crosby County,,33.55,-101.252
8960,Texas,Pasadena,West Bird Road near Shaver Street,29.6843,-95.209
8981,Texas,Oak Cliff,"800 block of Morrell Avenue, near Zion Hill Baptist Church",32.7363,-96.8646
9012,Texas,Spring,22000 block of Bridgestone Ridge,30.0751,-95.4897
9023,Texas,El Paso,,31.7591,-106.48
9034,Texas,Emory,County Road 2130,32.858,-95.7636
9053,Texas,San Antonio,Hausman Road,29.5722,-98.6316
9136,Texas,Harris County,"200 block of Dominion Park Drive,",29.9615,-95.4505
9182,Texas,Spring,Apartment - no further details.,30.0799,-95.4172
9190,Texas,Killeen,600 block of East Central Texas Expressway,31.0961,-97.7376
9194,Texas,Marshall,FM 31 and Elysian Fields Cutoff,32.3772,-94.1885
9197,Texas,Dallas,,32.7878,-96.7999
9237,Texas,Lubbock,,33.5855,-101.859
9244,Texas,Dallas,3150 E. Ledbetter,32.6965,-96.765
9245,Texas,Dallas,9500 block of Kerrville St,32.7645,-96.6594
9248,Texas,Dallas, 3400 Great Trinity Forest Way,32.6982,-96.7602
9278,Texas,Magnolia,,30.2088,-95.7555
9311,Texas,Austin,Waffle House on the 8000 block of East 290,30.2672,-97.7431
9329,Texas,Pasadena,3421 Spencer Highwauy,29.6658,-95.1908
9333,Texas,Austin,Austin-Bergstrom International Airport,30.1974,-97.6663
9339,Texas,San Angelo,,31.4889,-100.492
9352,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
9356,Texas,Corpus Christi,4244 South Padre Island Dr.,27.7195,-97.3933
9373,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
9378,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
9393,Texas,Corpus Christi,4300 Willow St.,27.7366,-97.396
9400,Texas,Gregg County,5100 Estes Parkway,32.4031,-94.6927
9403,Texas,Brownsville,4600 block of Jaime Zapata Avenue ,25.9397,-97.4459
9408,Texas,Corpus Christi,Corban Town homes -- near Port and Crosstown,27.8006,-97.3964
9427,Texas,Dallas,13000 block of Audelia Road,32.9247,-96.7181
9440,Texas,Amarillo,601 North Eastern ,35.2188,-101.778
9453,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
9472,Texas,Corpus Christi,,27.795,-97.3989
9477,Texas,Beaumont,S 4th St,30.0588,-94.1156
9480,Texas,Hurst,,32.8235,-97.1706
9493,Texas,Marshall,113 Sugar Creek Dr,32.5235,-94.2606
9510,Texas,Austin,Austin-Bergstrom International Airport,30.1974,-97.6663
9530,Texas,Houston,Barberry near Scott Street,29.6726,-95.3668
9533,Texas,Houston,Barberry,29.6513,-95.3718
9536,Texas,Houston,Barberry,29.6513,-95.3718
9539,Texas,Houston,,29.7654,-95.3663
9550,Texas,Mcallen,Mcallen-Miller International Airport,26.2034,-98.23
9561,Texas,Porter,,30.1067,-95.2555
9592,Texas,Baytown,Bays Inn in the 2300 block of Decker,29.7355,-94.9774
9596,Texas,Tyler,Kennedy Avenue,32.3341,-95.3085
9600,Texas,Austin,Austin Bergstrom International Airport,30.1974,-97.6663
9601,Texas,Houston,9600 block of Plainfield Street near Bissonnet and the Southwest Freeway,29.7255,-95.4747
9603,Texas,Houston,Rockingham,29.6548,-95.3685
9605,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
9622,Texas,Fort Worth,3600 block of Rosedale Street,32.7304,-97.2728
9626,Texas,El Paso,Ace Cash Express located at 12135 Montwood Dr. ,31.7614,-106.271
9631,Texas,Missouri City,5820 Highway 6,29.5716,-95.57
9645,Texas,Houston,,29.7654,-95.3663
9650,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
9665,Texas,Van Zandt County,,32.5249,-95.6372
9669,Texas,Austin,6300 block of Berkman Drive.,30.3169,-97.6908
9688,Texas,Bryan,,30.636,-96.3616
9692,Texas,Houston,Bush Intercontinental Airport,29.9902,-95.3368
9696,Texas,Ector County,,31.8246,-102.53
9718,Texas,Amarillo,,35.206,-101.841
9720,Texas,Bowie County,4600 South Lake Drive,33.3898,-94.107
9756,Texas,Houston,1400 Greens Parkway,29.9424,-95.4429
9779,Texas,Houston,,29.7654,-95.3663
9870,Texas,Dallas,4300 Crozier Street,32.7555,-96.7608
9873,Texas,San Antonio,Cordoba Apartments on San Antonio's Northwest Side - 7800 block of Callaghan Road,29.4875,-98.5762
9881,Texas,Harker Heights,Today’s Car Wash on Farm-to-Market 2410,31.062,-97.6629
9912,Texas,Houston,Rushcreek Drive and Ella Boulevard,29.9599,-95.429
9940,Texas,San Antonio,San Antonio International Airport,29.5312,-98.4683
9976,Texas,Dallas,2375 International Pkwy,32.8982,-97.0404
9977,Texas,Corpus Christi,Congressional and Pebble Beach,27.6969,-97.3993
10004,Texas,San Antonio,900 block of Carmel Place,29.4702,-98.5089
10040,Texas,Harris County,Longview Street and Freeport Street,29.7858,-95.1782
10046,Texas,Corpus Christi,3002 Antelope St.,27.7978,-97.4233
10070,Texas,Austin,Austin Bergstrom International Airport,30.1974,-97.6663
10074,Texas,San Angelo,West 28th Street,31.487,-100.455
10084,Texas,Sugar Land,900 Industrial,29.6401,-95.6077
10109,Texas,San Antonio,200 block of Kelsey Avenue,29.3602,-98.5539
10182,Texas,Houston,19715 Youpon Way,29.8115,-95.7152
10192,Texas,Dallas,9700 block of Abernathy Avenue,32.8665,-96.8769
10194,Texas,El Paso,11200 block of War Cloud ,31.7776,-106.442
10206,Texas,El Paso,1100 block of Warcloud,,
10220,Texas,Lubbock,7-11 at 3802 34th Street,33.5632,-101.944
10230,Texas,San Antonio,Whataburger at Loop 410 and Broadway Street,29.4827,-98.466
10251,Texas,El Paso,2500 block of N. Mesa at Robinson,31.7761,-106.502
10252,Texas,San Antonio,Broadway and Loop 410,29.5172,-98.4641
10282,Texas,Arlington,2700 Majesty Drive,32.7548,-97.0607
10303,Texas,Laredo,800 block of E Hillside Rd,27.5456,-99.4882
10334,Texas,Dallas,3600 block of Greenville Avenue,32.8314,-96.7701
10337,Texas,Oak Cliff,2700 block of Brandon Street near South Hampton Road,32.689,-96.8571
10343,Texas,Corpus Christi,5100 Interstate Highway 37 Access Rd.,27.804,-97.4507
10362,Texas,Marshall,100 West Pinecrest,32.5267,-94.3674
10388,Texas,Lubbock,United Market Street on 50th Street,33.5488,-101.892
